,wer
1076,0.6111111111111112
1077,2.05
1078,2.0476190476190474
1079,0.7647058823529411
1080,1.3333333333333333
1081,0.7894736842105263
1082,0.9259259259259259
1083,0.8571428571428571
1084,2.263157894736842
1085,1.0
1086,2.3157894736842106
1087,2.05
1088,0.9473684210526315
1089,1.0
1090,1.5714285714285714
1091,1.5789473684210527
1092,2.2777777777777777
1093,1.0
1094,1.894736842105263
1095,1.9565217391304348
1096,2.0952380952380953
1097,1.9473684210526316
1098,0.9615384615384616
1099,0.7619047619047619
1100,1.8421052631578947
1101,0.8666666666666667
1102,0.7619047619047619
1103,2.0
1104,1.6956521739130435
1105,0.7142857142857143
1106,2.0
1107,1.6666666666666667
1108,2.238095238095238
1109,2.0
1110,1.6923076923076923
1111,0.7619047619047619
1112,1.9473684210526316
1113,0.8518518518518519
1114,0.6190476190476191
1115,0.0
1116,0.6666666666666666
1117,0.7142857142857143
1118,0.0
1119,0.96
1120,0.6190476190476191
1121,0.3684210526315789
1122,0.9666666666666667
1123,1.9523809523809523
1124,0.0
1125,0.9696969696969697
1126,1.0476190476190477
1127,1.2105263157894737
1128,0.7894736842105263
1129,1.9047619047619047
1130,1.9090909090909092
1131,2.2222222222222223
1132,1.5789473684210527
1133,1.9523809523809523
1134,0.65
1135,0.15789473684210525
1136,0.9186046511627907
1137,1.075
1138,2.0
1139,0.9782608695652174
1140,2.4375
1141,1.3666666666666667
1142,0.8461538461538461
1143,1.0769230769230769
1144,0.5454545454545454
1145,0.8
1146,1.8214285714285714
1147,1.6333333333333333
1148,1.5
1149,1.393939393939394
1150,0.6818181818181818
1151,1.025
1152,5.0
1153,0.1
1154,2.6470588235294117
1155,1.0
1156,1.9444444444444444
1157,2.0
1158,3.642857142857143
1159,0.15384615384615385
1160,1.4736842105263157
1161,5.333333333333333
1162,1.5454545454545454
1163,0.4090909090909091
1164,1.375
1165,1.0
1166,1.375
1167,0.9166666666666666
1168,2.05
1169,1.8333333333333333
1170,3.3636363636363638
1171,0.7727272727272727
1172,0.0
1173,1.2666666666666666
1174,0.2
1175,2.7857142857142856
1176,1.3333333333333333
1177,0.5
1178,0.4375
1179,1.0
1180,0.5925925925925926
1181,0.5172413793103449
1182,1.3928571428571428
1183,1.8695652173913044
1184,0.5714285714285714
1185,1.15625
1186,1.0
1187,1.1176470588235294
1188,1.4230769230769231
1189,0.76
1190,1.0571428571428572
1191,0.9655172413793104
1192,1.0
1193,1.5909090909090908
1194,0.45454545454545453
1195,2.0952380952380953
1196,0.0
1197,1.5357142857142858
1198,0.9322033898305084
1199,0.4918032786885246
1200,0.35294117647058826
1201,0.88
1202,0.6923076923076923
1203,0.7391304347826086
1204,0.782608695652174
1205,1.393939393939394
1206,0.875
1207,3.230769230769231
1208,3.1538461538461537
1209,3.5384615384615383
1210,1.9130434782608696
1211,2.0
1212,2.0
1213,1.3214285714285714
1214,2.090909090909091
1215,1.6521739130434783
1216,2.3157894736842106
1217,4.636363636363637
1218,2.3157894736842106
1219,0.9090909090909091
1220,1.2727272727272727
1221,0.4166666666666667
1222,0.1111111111111111
1223,3.090909090909091
1224,3.0
1225,5.75
1226,3.0714285714285716
1227,0.125
1228,0.7272727272727273
1229,0.0
1230,1.75
1231,2.533333333333333
1232,0.6875
1233,0.0
1234,1.2758620689655173
1235,0.47619047619047616
1236,1.7037037037037037
1237,4.0
1238,2.5
1239,2.1176470588235294
1240,1.411764705882353
1241,1.368421052631579
1242,2.05
1243,0.4666666666666667
1244,1.131578947368421
1245,1.0444444444444445
1246,1.6521739130434783
1247,0.5652173913043478
1248,0.6521739130434783
1249,0.5
1250,0.5454545454545454
1251,0.5
1252,0.9846153846153847
1253,0.9324324324324325
1254,0.9534883720930233
1255,1.0
1256,1.0
1257,0.058823529411764705
1258,1.4827586206896552
1259,0.9473684210526315
1260,0.9473684210526315
1261,0.5882352941176471
1262,0.4090909090909091
1263,1.4545454545454546
1264,1.0
1265,1.0
1266,1.8571428571428572
1267,0.8571428571428571
1268,1.3333333333333333
1269,0.4166666666666667
